icd9_code,short_title,long_title,source
49312,Int asthma w (ac) exac,Intrinsic asthma with (acute) exacerbation,diagnose
49320,Chronic obst asthma NOS,"Chronic obstructive asthma, unspecified",diagnose
49321,Ch ob asthma w stat asth,Chronic obstructive asthma with status asthmaticus,diagnose
49322,Ch obst asth w (ac) exac,Chronic obstructive asthma with (acute) exacerbation,diagnose
49381,Exercse ind bronchospasm,Exercise induced bronchospasm,diagnose
49382,Cough variant asthma,Cough variant asthma,diagnose
4939,Other destruc anus les,Other local excision or destruction of lesion or tissue of anus,procedure
49390,Asthma NOS,"Asthma, unspecified type, unspecified",diagnose
49391,Asthma w status asthmat,"Asthma, unspecified type, with status asthmaticus",diagnose
49392,Asthma NOS w (ac) exac,"Asthma, unspecified type, with (acute) exacerbation",diagnose
4940,Bronchiectas w/o ac exac,Bronchiectasis without acute exacerbation,diagnose
4941,Bronchiectasis w ac exac,Bronchiectasis with acute exacerbation,diagnose
4941,Hemorrhoid reduction,Reduction of hemorrhoids,procedure
4942,Hemorrhoid injection,Injection of hemorrhoids,procedure
4943,Hemorrhoid cauterizat,Cauterization of hemorrhoids,procedure
4944,Hemorrhoid cryotherapy,Destruction of hemorrhoids by cryotherapy,procedure
4945,Hemorrhoid ligation,Ligation of hemorrhoids,procedure
4946,Hemorrhoidectomy,Excision of hemorrhoids,procedure
4947,Hemorrhoid evacuation,Evacuation of thrombosed hemorrhoids,procedure
4949,Hemorrhoid procedure NEC,Other procedures on hemorrhoids,procedure
4950,Farmers' lung,Farmers' lung,diagnose
4951,Bagassosis,Bagassosis,diagnose
4951,Left lat sphincterotomy,Left lateral anal sphincterotomy,procedure
4952,Post sphincterotomy,Posterior anal sphincterotomy,procedure
4952,Bird-fanciers' lung,Bird-fanciers' lung,diagnose
4953,Suberosis,Suberosis,diagnose
4954,Malt workers' lung,Malt workers' lung,diagnose
4955,Mushroom workers' lung,Mushroom workers' lung,diagnose
4956,Mapl bark-stripprs' lung,Maple bark-strippers' lung,diagnose
4957,"""ventilation"" pneumonit","""Ventilation"" pneumonitis",diagnose
4958,Allerg alveol/pneum NEC,Other specified allergic alveolitis and pneumonitis,diagnose
4959,Allerg alveol/pneum NOS,Unspecified allergic alveolitis and pneumonitis,diagnose
4959,Anal sphincterotomy NEC,Other anal sphincterotomy,procedure
496,Excision of anus,Excision of anus,procedure
496,Chr airway obstruct NEC,"Chronic airway obstruction, not elsewhere classified",diagnose
4971,Suture anal laceration,Suture of laceration of anus,procedure
4972,Anal cerclage,Anal cerclage,procedure
4973,Closure of anal fistula,Closure of anal fistula,procedure
4974,Gracilis musc transplan,Gracilis muscle transplant for anal incontinence,procedure
4975,Impl or rev art anal sph,Implantation or revision of artificial anal sphincter,procedure
4976,Remov art anal sphincter,Removal of artificial anal sphincter,procedure
4979,Anal sphinct repair NEC,Other repair of anal sphincter,procedure
4991,Incision of anal septum,Incision of anal septum,procedure
4992,Insert subq anal stimul,Insertion of subcutaneous electrical anal stimulator,procedure
4993,Anal incision NEC,Other incision of anus,procedure
4994,Reduction anal prolapse,Reduction of anal prolapse,procedure
4995,Control anal hemorrhage,Control of (postoperative) hemorrhage of anus,procedure
4999,Anal operation NEC,Other operations on anus,procedure
500,Hepatotomy,Hepatotomy,procedure
500,Coal workers' pneumocon,Coal workers' pneumoconiosis,diagnose
501,Asbestosis,Asbestosis,diagnose
5011,Closed liver biopsy,Closed (percutaneous) [needle] biopsy of liver,procedure
5012,Open liver biopsy,Open biopsy of liver,procedure
5013,Transjugular liver bx,Transjugular liver biopsy,procedure
5014,Laparoscopic liver bx,Laparoscopic liver biopsy,procedure
5019,Hepatic dx proc NEC,Other diagnostic procedures on liver,procedure
502,Silica pneumocon NEC,Pneumoconiosis due to other silica or silicates,diagnose
5021,Marsupializat liver les,Marsupialization of lesion of liver,procedure
5022,Partial hepatectomy,Partial hepatectomy,procedure
5023,Opn abltn liver les/tiss,Open ablation of liver lesion or tissue,procedure
5024,Perc abltn liver les/tis,Percutaneous ablation of liver lesion or tissue,procedure
5025,Lap abltn liver les/tiss,Laparoscopic ablation of liver lesion or tissue,procedure
5026,Abltn liver les/tiss NEC,Other and unspecified ablation of liver lesion or tissue,procedure
5029,Destruc hepatic les NEC,Other destruction of lesion of liver,procedure
503,Hepatic lobectomy,Lobectomy of liver,procedure
503,Inorg dust pneumocon NEC,Pneumoconiosis due to other inorganic dust,diagnose
504,Dust pneumonopathy NEC,Pneumonopathy due to inhalation of other dust,diagnose
504,Total hepatectomy,Total hepatectomy,procedure
505,Pneumoconiosis NOS,"Pneumoconiosis, unspecified",diagnose
5051,Auxiliary liver transpl,Auxiliary liver transplant,procedure
5059,Liver transplant NEC,Other transplant of liver,procedure
5060,Fum/vapor bronc/pneumon,Bronchitis and pneumonitis due to fumes and vapors,diagnose
5061,Fum/vapor ac pulm edema,Acute pulmonary edema due to fumes and vapors,diagnose
5061,Closure liver lacerat,Closure of laceration of liver,procedure
5062,Fum/vapor up resp inflam,Upper respiratory inflammation due to fumes and vapors,diagnose
5063,Fum/vap ac resp cond NEC,Other acute and subacute respiratory conditions due to fumes and vapors,diagnose
5064,Fum/vapor chr resp cond,Chronic respiratory conditions due to fumes and vapors,diagnose
5069,Fum/vapor resp cond NOS,Unspecified respiratory conditions due to fumes and vapors,diagnose
5069,Liver repair NEC,Other repair of liver,procedure
5070,Food/vomit pneumonitis,Pneumonitis due to inhalation of food or vomitus,diagnose
5071,Oil/essence pneumonitis,Pneumonitis due to inhalation of oils and essences,diagnose
5078,Solid/liq pneumonit NEC,Pneumonitis due to other solids and liquids,diagnose
5080,Ac pul manif d/t radiat,Acute pulmonary manifestations due to radiation,diagnose
5081,Chr pul manif d/t radiat,Chronic and other pulmonary manifestations due to radiation,diagnose
5082,Resp cond dt smoke inhal,Respiratory conditions due to smoke inhalation,diagnose
5088,Resp cond: ext agent NEC,Respiratory conditions due to other specified external agents,diagnose
5089,Resp cond: ext agent NOS,Respiratory conditions due to unspecified external agent,diagnose
5091,Percutan liver aspirat,Percutaneous aspiration of liver,procedure
5092,Extracorpor hepat Assis,Extracorporeal hepatic assistance,procedure
5093,Local perfusion liver,Localized perfusion of liver,procedure
5094,Hepatic injection NEC,Other injection of therapeutic substance into liver,procedure
5099,Liver operation NEC,Other operations on liver,procedure
5100,Empyema with fistula,Empyema with fistula,diagnose
5101,Percutan aspiration gb,Percutaneous aspiration of gallbladder,procedure
5102,Trocar cholecystostomy,Trocar cholecystostomy,procedure
5103,Cholecystostomy NEC,Other cholecystostomy,procedure
5104,Cholecystotomy NEC,Other cholecystotomy,procedure
5109,Empyema w/o fistula,Empyema without mention of fistula,diagnose
5110,Pleurisy w/o effus or TB,Pleurisy without mention of effusion or current tuberculosis,diagnose
5110,Endosc retro cholangiopa,Endoscopic retrograde cholangiopancreatography [ERCP],procedure
5111,Endosc retro cholangio,Endoscopic retrograde cholangiography [ERC],procedure
5111,Bact pleur/effus not TB,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis",diagnose
5112,Percu bx gb/bile duct,Percutaneous biopsy of gallbladder or bile ducts,procedure
5113,Open biliary tract bx,Open biopsy of gallbladder or bile ducts,procedure
5114,Clo endosc bx bile duct,Other closed [endoscopic] biopsy of biliary duct or sphincter of Oddi,procedure
5115,Sphinct of oddi measure,Pressure measurement of sphincter of Oddi,procedure
51181,Malignant pleural effusn,Malignant pleural effusion,diagnose
51189,Effusion NEC exc tb,"Other specified forms of effusion, except tuberculous",diagnose
5119,Pleural effusion NOS,Unspecified pleural effusion,diagnose
5119,Biliary tr dx proc NEC,Other diagnostic procedures on biliary tract,procedure
5120,Spont tens pneumothorax,Spontaneous tension pneumothorax,diagnose
5121,Iatrogenic pneumothorax,Iatrogenic pneumothorax,diagnose
5121,Oth part cholecystectomy,Other partial cholecystectomy,procedure
5122,Cholecystectomy,Cholecystectomy,procedure
5122,Postoperative air leak,Postoperative air leak,diagnose
5123,Laparoscopic cholecystec,Laparoscopic cholecystectomy,procedure
5124,Lap part cholecystectomy,Laparoscopic partial cholecystectomy,procedure
51281,Prim spont pneumothorax,Primary spontaneous pneumothorax,diagnose
51282,Sec spont pneumothorax,Secondary spontaneous pneumothorax,diagnose
51283,Chronic pneumothorax,Chronic pneumothorax,diagnose
51284,Other air leak,Other air leak,diagnose
51289,Other pneumothorax,Other pneumothorax,diagnose
5130,Abscess of lung,Abscess of lung,diagnose
5131,Abscess of mediastinum,Abscess of mediastinum,diagnose
5131,Gb-to-hepat duct anast,Anastomosis of gallbladder to hepatic ducts,procedure
5132,Gb-to-intestine anastom,Anastomosis of gallbladder to intestine,procedure
5133,Gb-to-pancreas anastom,Anastomosis of gallbladder to pancreas,procedure
5134,Gb-to-stomach anastomos,Anastomosis of gallbladder to stomach,procedure
5135,Gallbladder anastom NEC,Other gallbladder anastomosis,procedure
5136,Choledochoenterostomy,Choledochoenterostomy,procedure
5137,Hepatic duct-gi anastom,Anastomosis of hepatic duct to gastrointestinal tract,procedure
5139,Bile duct anastomos NEC,Other bile duct anastomosis,procedure
514,Pulm congest/hypostasis,Pulmonary congestion and hypostasis,diagnose
5141,Cde for calculus remov,Common duct exploration for removal of calculus,procedure
5142,Cde for obstruction NEC,Common duct exploration for relief of other obstruction,procedure
5143,Choledochohepat intubat,Insertion of choledochohepatic tube for decompression,procedure
5149,Incis obstr bile duc NEC,Incision of other bile ducts for relief of obstruction,procedure
515,Postinflam pulm fibrosis,Postinflammatory pulmonary fibrosis,diagnose
5151,Common duct exploration,Exploration of common duct,procedure
5159,Bile duct incision NEC,Other incision of other bile duct,procedure
5160,Pul alveolar proteinosis,Pulmonary alveolar proteinosis,diagnose
5161,Idio pulm hemosiderosis,Idiopathic pulmonary hemosiderosis,diagnose
5161,Excis cyst duct remnant,Excision of cystic duct remnant,procedure
5162,Excis ampulla of vater,Excision of ampulla of Vater (with reimplantation of common duct),procedure
5162,Pulm alveolar microlith,Pulmonary alveolar microlithiasis,diagnose
5163,Common duct excis NEC,Other excision of common duct,procedure
51630,Idiopath inters pneu NOS,"Idiopathic interstitial pneumonia, not otherwise specified",diagnose
51631,Idiopath pulmon fibrosis,Idiopathic pulmonary fibrosis,diagnose
51632,Idio non-spec inter pneu,Idiopathic non-specific interstitial pneumonitis,diagnose
51633,Acute interstitial pneum,Acute interstitial pneumonitis,diagnose
51634,Resp brncio interst lung,Respiratory bronchiolitis interstitial lung disease,diagnose
51635,Idiopth lym interst pneu,Idiopathic lymphoid interstitial pneumonia,diagnose
51636,Cryptogenic organiz pneu,Cryptogenic organizing pneumonia,diagnose
51637,Desquamatv interst pneu,Desquamative interstitial pneumonia,diagnose
5164,Lymphangioleiomyomatosis,Lymphangioleiomyomatosis,diagnose
5164,Endosc destru bile les,Endoscopic excision or destruction of lesion of biliary ducts or sphincter of Oddi,procedure
5165,Adlt pul Langs cell hist,Adult pulmonary Langerhans cell histiocytosis,diagnose
51661,Neuroend cell hyprpl inf,Neuroendocrine cell hyperplasia of infancy,diagnose
51662,Pulm interstitl glycogen,Pulmonary interstitial glycogenosis,diagnose
51663,Surfactant mutation lung,Surfactant mutations of the lung,diagnose
51664,Alv cap dysp w vn misaln,Alveolar capillary dysplasia with vein misalignment,diagnose
51669,Oth intrst lung dis chld,Other interstitial lung diseases of childhood,diagnose
5168,Alveol pneumonopathy NEC,Other specified alveolar and parietoalveolar pneumonopathies,diagnose
5169,Alveol pneumonopathy NOS,Unspecified alveolar and parietoalveolar pneumonopathy,diagnose
5169,Bile duct excision NEC,Excision of other bile duct,procedure
5171,Simple sut-common duct,Simple suture of common bile duct,procedure
5171,Rheumatic pneumonia,Rheumatic pneumonia,diagnose
5172,Syst sclerosis lung dis,Lung involvement in systemic sclerosis,diagnose
5172,Choledochoplasty,Choledochoplasty,procedure
5173,Acute chest syndrome,Acute chest syndrome,diagnose
5178,Lung involv in oth dis,Lung involvement in other diseases classified elsewhere,diagnose
5179,Bile duct repair NEC,Repair of other bile ducts,procedure
5180,Pulmonary collapse,Pulmonary collapse,diagnose
5181,Interstitial emphysema,Interstitial emphysema,diagnose
5181,Sphincter of oddi dilat,Dilation of sphincter of Oddi,procedure
5182,Pancreat sphincterotom,Pancreatic sphincterotomy,procedure
5182,Compensatory emphysema,Compensatory emphysema,diagnose
5183,Pulmonary eosinophilia,Pulmonary eosinophilia,diagnose
5183,Pancreat sphincteroplas,Pancreatic sphincteroplasty,procedure
5184,Endosc dilation ampulla,Endoscopic dilation of ampulla and biliary duct,procedure
5184,Acute lung edema NOS,"Acute edema of lung, unspecified",diagnose
5185,Endosc sphincterotomy,Endoscopic sphincterotomy and papillotomy,procedure
51851,Ac resp flr fol trma/srg,Acute respiratory failure following trauma and surgery,diagnose
51852,Ot pul insuf fol trm/srg,"Other pulmonary insufficiency, not elsewhere classified, following trauma and surgery",diagnose
51853,Ac/chr rsp flr fol tr/sg,Acute and chronic respiratory failure following trauma and surgery,diagnose
5186,Alrgc brncpul asprglosis,Allergic bronchopulmonary aspergillosis,diagnose
5186,Endosc inser nasobil tub,Endoscopic insertion of nasobiliary drainage tube,procedure
5187,Endosc inser stent bile,Endoscopic insertion of stent (tube) into bile duct,procedure
5187,Transfsn rel ac lung inj,Transfusion related acute lung injury (TRALI),diagnose
5188,Endosc remove bile stone,Endoscopic removal of stone(s) from biliary tract,procedure
51881,Acute respiratry failure,Acute respiratory failure,diagnose
51882,Other pulmonary insuff,"Other pulmonary insufficiency, not elsewhere classified",diagnose
51883,Chronic respiratory fail,Chronic respiratory failure,diagnose
51884,Acute & chronc resp fail,Acute and chronic respiratory failure,diagnose
51889,Other lung disease NEC,"Other diseases of lung, not elsewhere classified",diagnose
5189,Sphinct of oddi op NEC,Other operations on sphincter of Oddi,procedure
51900,Tracheostomy comp NOS,"Tracheostomy complication, unspecified",diagnose
51901,Tracheostomy infection,Infection of tracheostomy,diagnose
51902,Tracheostomy - mech comp,Mechanical complication of tracheostomy,diagnose
51909,Tracheostomy comp NEC,Other tracheostomy complications,diagnose
5191,Repair gb laceration,Repair of laceration of gallbladder,procedure
